tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
44,AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,207680,0.0,0.0,0.0,0.0,183.0,0.0,24.213552361396303,200267,0.0,0.0,0.0,0.0,185.0,0.0,25.747433264887064,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,758,60,948
45,AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,106421,0.0,0.0,0.0,0.0,198.0,0.0,29.05475701574264,208937,0.0,0.0,0.0,0.0,191.0,0.0,24.11498973305955,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5030,418,109
46,AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,127157,0.0,0.0,0.0,0.0,188.0,0.0,26.470910335386723,207681,0.0,0.0,0.0,0.0,178.0,0.0,24.40520191649555,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,582,85,662
47,AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,207518,0.0,0.0,0.0,0.0,185.0,0.0,23.0,208286,0.0,0.0,0.0,0.0,185.0,0.0,24.024640657084188,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,2600,39,1305
48,AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,210097,0.0,0.0,0.0,0.0,193.0,0.0,22.396988364134156,206909,0.0,0.0,0.0,0.0,188.0,0.0,23.580424366872005,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,2280,35,1355
49,AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,132283,0.0,0.0,0.0,0.0,191.0,0.0,29.810403832991103,104527,0.0,0.0,0.0,0.0,183.0,0.0,39.930869267624914,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,1026,156,371
50,AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,207729,0.0,0.0,0.0,0.0,188.0,0.0,23.865160848733744,105948,0.0,0.0,0.0,0.0,180.0,0.0,32.982888432580424,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,448,96,617
51,AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,106283,0.0,0.0,0.0,0.0,188.0,0.0,31.136892539356605,208014,0.0,0.0,0.0,0.0,178.0,0.0,24.021902806297057,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,396,72,759
52,AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,144869,0.0,0.0,0.0,0.0,196.0,0.0,25.62422997946612,207925,0.0,0.0,0.0,0.0,183.0,0.0,22.824093086926762,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,1315,32,1512
53,AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,106218,0.0,0.0,0.0,0.0,180.0,0.0,31.607802874743328,105870,0.0,0.0,0.0,0.0,193.0,0.0,33.30116358658453,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,1175,95,618
54,AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,133430,0.0,0.0,0.0,0.0,185.0,0.0,25.88158795345654,105138,0.0,0.0,0.0,0.0,183.0,0.0,36.884325804243666,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,1006,53,1067
55,AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,144895,0.0,0.0,0.0,0.0,180.0,0.0,25.870636550308006,200615,0.0,0.0,0.0,0.0,196.0,0.0,25.57494866529774,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,772,24,1840
56,AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,200282,0.0,0.0,0.0,0.0,183.0,0.0,26.03832991101985,122298,0.0,0.0,0.0,0.0,191.0,0.0,29.410677618069816,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3535,84,672
57,AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,105807,0.0,0.0,0.0,0.0,188.0,0.0,33.64065708418891,111794,0.0,0.0,0.0,0.0,180.0,0.0,29.134154688569474,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182,317,122,491
58,AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,211663,0.0,0.0,0.0,0.0,185.0,0.0,18.531143052703626,126094,0.0,0.0,0.0,0.0,188.0,0.0,27.366872005475702,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,520,9,3520
59,AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,207830,0.0,0.0,0.0,0.0,183.0,0.0,24.386036960985628,124187,0.0,0.0,0.0,0.0,211.0,0.0,27.511978097193705,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1805,170,341
60,AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,207989,0.0,0.0,0.0,0.0,183.0,0.0,21.826830937713893,106415,0.0,0.0,0.0,0.0,170.0,0.0,29.42984257357974,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7010,65,807
61,AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,126127,0.0,0.0,0.0,0.0,183.0,0.0,28.73100616016427,208859,0.0,0.0,0.0,0.0,180.0,0.0,24.150581793292265,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,819,104,571
62,AUSTRALIAN_OPEN_2025,0.0,Hard,128,0.0,0.0,0.0,132686,0.0,0.0,0.0,0.0,185.0,0.0,28.032854209445585,111442,0.0,0.0,0.0,0.0,183.0,0.0,30.867898699520875,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,1445,27,1695
